flow_duration,total_fwd_packets,total_bwd_packets,fwd_packet_length_max,bwd_packet_length_max,flow_bytes_per_sec,flow_packets_per_sec,syn_flag_count,ack_flag_count,rst_flag_count,label
16532,1,1,48,48,5806.919913,120.9774982,0,0,0,Normal
14537508,2,2,95,177,34.94409083,0.275150321,0,0,0,Normal
2012938,9,6,20,5840,5770.172752,7.451794342,2,14,1,DDoS
216365,1,1,43,329,1719.316895,9.243639221,0,0,0,Normal
2109259,9,6,20,4380,5506.673197,7.111502191,2,14,1,DDoS
1232999,8,6,20,5755,9420.121184,11.35442932,2,13,1,DDoS
538,1,1,0,0,0.0,3717.472119,1,1,1,BruteForce
7898189,8,4,20,8760,1470.590283,1.519335635,2,11,1,DDoS
423,1,1,0,0,0.0,4728.132388,1,1,1,BruteForce
31063,1,1,47,63,3541.190484,64.38528152,0,0,0,Normal
48696,2,2,42,76,4846.393954,82.14227041,0,0,0,Normal
179,2,2,48,112,1787709.497,22346.36872,0,0,0,Normal
31462,1,1,42,74,3686.987477,63.5687496,0,0,0,Normal
31269,1,1,46,116,5180.850043,63.96111164,0,0,0,Normal
108963,1,1,44,215,2376.953645,18.3548544,0,0,0,Normal
31150,2,2,43,97,8988.764045,128.4109149,0,0,0,Normal
219,2,2,69,197,2429223.744,18264.84018,0,0,0,Normal
50821738,2,2,59,261,8.657712572,0.078706478,0,0,0,Normal
1027222,9,5,20,11595,11307.19552,13.62899159,2,13,1,DDoS
152709,1,1,64,231,1931.778743,13.09680503,0,0,0,Normal
200043,8,6,20,4380,58062.51656,69.98495324,2,13,1,DDoS
235,2,2,47,175,1889361.702,17021.2766,0,0,0,Normal
237374,1,1,48,222,1137.44555,8.425522593,0,0,0,Normal
50755,2,2,44,82,4965.028076,78.80996946,0,0,0,Normal
4182914,8,4,20,5840,2776.772365,2.868813464,2,11,1,DDoS
249,2,2,34,290,2602409.639,16064.25703,0,0,0,Normal
50335,1,1,56,109,3278.037151,39.73378365,0,0,0,Normal
190,2,2,32,48,842105.2632,21052.63158,0,0,0,Normal
23411,1,1,46,62,4613.21601,85.4299261,0,0,0,Normal
587,1,1,0,0,0.0,3407.155026,1,1,1,BruteForce
5100705,10,6,20,5840,2277.1362,3.136821283,2,15,1,DDoS
135970,1,1,41,109,1103.184526,14.70912701,0,0,0,Normal
30475,1,1,61,77,4528.301887,65.62756358,0,0,0,Normal
22613,1,1,48,48,4245.345598,88.44469995,0,0,0,Normal
6959231,4,4,44,93,67.24880953,1.1495523,0,0,0,Normal
30555,1,1,48,76,4058.255605,65.45573556,0,0,0,Normal
254,2,2,35,51,677165.3543,15748.0315,0,0,0,Normal
1186058,7,6,20,5840,9792.944359,10.96067815,2,12,1,DDoS
120062,8,4,20,7215,96741.68346,99.94836001,2,11,1,DDoS
60299,1,1,42,106,2454.435397,33.1680459,0,0,0,Normal
10841239,9,6,20,7215,1071.372008,1.383605693,2,14,1,DDoS
4048903,8,6,20,4380,2868.678257,3.457726698,2,13,1,DDoS
6552720,9,6,20,10220,1772.546362,2.289125737,2,14,1,DDoS
3441562,2,2,59,136,104.022534,1.162262949,0,0,0,Normal
2042961,9,6,20,5840,6358.418002,7.342284067,2,14,1,DDoS
197213,1,1,38,124,821.446862,10.14131928,0,0,0,Normal
485,1,1,0,0,0.0,4123.71134,1,1,1,BruteForce
5959886,8,6,20,5840,1948.86278,2.34903822,2,13,1,DDoS
86709,1,1,47,108,1787.58837,23.06565639,0,0,0,Normal
30698,1,1,49,65,3713.596977,65.15082416,0,0,0,Normal
20402216,2,2,51,170,16.95894211,0.196057134,0,0,0,Normal
7898006,8,5,20,8760,1470.624358,1.645985075,2,12,1,DDoS
112096867,22,17,430,1774,98.39704084,0.347913381,2,38,0,Normal
428,10,10,68,62,3037383.178,46728.97196,0,0,0,Normal
46424,1,1,54,116,3661.899018,43.08116491,0,0,0,Normal
1036755,8,6,20,4380,12529.479,13.50367252,2,13,1,DDoS
4114882,9,6,20,7300,3156.834145,3.645305017,2,14,1,DDoS
11368889,9,6,20,4380,1021.647762,1.319390136,2,14,1,DDoS
490,1,1,82,166,506122.449,4081.632653,0,0,0,Normal
41,1,1,0,0,0.0,48780.4878,1,1,1,PortScan
522,1,1,0,0,0.0,3831.417625,1,1,1,BruteForce
5686631,2,2,46,222,79.83637412,0.703404177,0,0,0,Normal
30419,1,1,41,97,4536.638285,65.74838095,0,0,0,Normal
7334313,8,4,20,8760,1583.652075,1.636145062,2,11,1,DDoS
156,2,2,36,68,1333333.333,25641.02564,0,0,0,Normal
1382764,2,2,81,159,300.1235207,2.892756826,0,0,0,Normal
64840,1,1,58,124,2806.909315,30.84515731,0,0,0,Normal
4022885,9,5,20,11595,2887.231427,3.480089538,2,13,1,DDoS
10055737,8,6,20,4380,1155.062031,1.392240072,2,13,1,DDoS
151399,1,1,49,149,1307.802561,13.21012688,0,0,0,Normal
48026,1,1,51,130,3768.791904,41.64410944,0,0,0,Normal
1222680,9,5,20,11595,9499.623777,11.45025681,2,13,1,DDoS
5815860,8,4,20,8760,1997.125103,2.063323395,2,11,1,DDoS
466,1,1,0,0,0.0,4291.845494,1,1,1,BruteForce
60518,1,1,48,131,2957.79768,33.04801877,0,0,0,Normal
116828930,27,20,437,796,73.87724941,0.402297616,2,46,0,Normal
195,2,2,41,124,1692307.692,20512.82051,0,0,0,Normal
30573,1,1,46,62,3532.528702,65.41719818,0,0,0,Normal
3977375,9,4,20,11595,2920.267765,3.268487382,2,12,1,DDoS
5146152,9,6,20,5840,2524.216152,2.914799252,2,14,1,DDoS
775145,2,2,32,160,495.3911849,5.160324842,0,0,0,Normal
8943891,8,6,20,4380,1298.651784,1.565314246,2,13,1,DDoS
22,13,0,50,0,29545454.55,590909.0909,0,0,0,Normal
3943395,9,6,20,10135,2945.431538,3.803828934,2,14,1,DDoS
23513,1,1,45,61,4508.144431,85.05932888,0,0,0,Normal
818,1,1,0,0,0.0,2444.987775,1,1,1,BruteForce
67684,1,1,44,192,3486.791561,29.54908102,0,0,0,Normal
3707757,8,6,20,5755,3132.62169,3.775867728,2,13,1,DDoS
60574,1,1,63,119,3004.589428,33.01746624,0,0,0,Normal
7562254,8,5,20,5840,1535.91773,1.719064184,2,12,1,DDoS
1898971,8,4,20,10135,6116.470446,6.319211826,2,11,1,DDoS
59795,1,1,55,111,2776.151852,33.44761268,0,0,0,Normal
116933759,206,190,3085,3254,831.3424697,3.386532712,4,394,0,Normal
10709613,9,6,20,5840,1084.539656,1.400610834,2,14,1,DDoS
23238,1,1,56,117,7444.702642,86.0659265,0,0,0,Normal
31133,1,1,46,100,4689.557704,64.24051649,0,0,0,Normal
23476,1,1,50,148,8434.14551,85.19338899,0,0,0,Normal
446,1,1,0,0,0.0,4484.304933,1,1,1,BruteForce
6918350,8,5,20,7215,1678.868516,1.879060759,2,12,1,DDoS
8574720,8,6,20,4380,1354.563181,1.632706374,2,13,1,DDoS
163,2,2,49,77,1546012.27,24539.8773,0,0,0,Normal
6213648,9,4,20,11595,1869.272286,2.092168723,2,12,1,DDoS
6915049,9,5,20,11595,1679.669949,2.024569891,2,13,1,DDoS
616,1,1,0,0,0.0,3246.753247,1,1,1,BruteForce
4020809,9,5,20,10135,2888.722145,3.481886357,2,13,1,DDoS
23367,1,1,49,114,6975.64942,85.59079043,0,0,0,Normal
793999,8,4,20,8760,14628.4819,15.11336916,2,11,1,DDoS
47461,1,1,54,108,3413.328838,42.1398622,0,0,0,Normal
3757954,8,6,20,5840,3090.777588,3.725431445,2,13,1,DDoS
575,1,1,0,0,0.0,3478.26087,1,1,1,BruteForce
10244395,9,4,20,11595,1133.790722,1.268986602,2,12,1,DDoS
2618112,9,6,20,4380,4436.403026,5.729319449,2,14,1,DDoS
66471326,2,2,47,175,6.333558022,0.060176323,0,0,0,Normal
130,2,2,48,48,1476923.077,30769.23077,0,0,0,Normal
486,1,1,43,104,302469.1358,4115.226337,0,0,0,Normal
147791,1,1,46,196,1637.447477,13.53262377,0,0,0,Normal
8037392,9,5,20,10135,1445.120507,1.741858553,2,13,1,DDoS
7376815,8,4,20,8760,1574.52776,1.626718306,2,11,1,DDoS
24590,2,2,42,141,14884.09923,162.6677511,0,0,0,Normal
56,1,1,0,0,0.0,35714.28571,1,1,1,PortScan
4045929,8,4,20,8760,2870.786907,2.965944286,2,11,1,DDoS
9060919,9,5,20,7215,1281.878803,1.545097136,2,13,1,DDoS
11291849,9,5,20,5840,1150.387328,1.239832378,2,13,1,DDoS
517,1,1,0,0,0.0,3868.471954,1,1,1,BruteForce
320,2,2,32,170,1262500.0,12500.0,0,0,0,Normal
32007,1,1,42,70,3499.234542,62.48633112,0,0,0,Normal
108426,1,1,42,133,1614.004021,18.44576024,0,0,0,Normal
7931787,8,6,20,5840,1464.361058,1.765049919,2,13,1,DDoS
2111371,9,6,20,5840,5501.164883,7.10438857,2,14,1,DDoS
10137754,8,6,20,4380,1145.717286,1.380976496,2,13,1,DDoS
8743919,9,5,20,8760,1485.603881,1.601112728,2,13,1,DDoS
4960698,9,6,20,5840,2341.404375,3.023768026,2,14,1,DDoS
48656,1,1,41,121,3329.496876,41.1048997,0,0,0,Normal
47570,1,1,44,215,5444.607946,42.0433046,0,0,0,Normal
31375278,2,2,58,175,13.35446335,0.12748891,0,0,0,Normal
430,1,1,0,0,0.0,4651.162791,1,1,1,BruteForce
8255937,8,4,20,11595,1406.866356,1.453499463,2,11,1,DDoS
12021669,8,5,20,7300,966.1720016,1.08138063,2,12,1,DDoS
664,1,1,0,0,0.0,3012.048193,1,1,1,BruteForce
378,1,1,0,0,0.0,5291.005291,1,1,1,BruteForce
6167859,8,6,20,4380,1883.149404,2.269831395,2,13,1,DDoS
184,2,2,30,132,1760869.565,21739.13043,0,0,0,Normal
162,2,2,47,103,1851851.852,24691.35802,0,0,0,Normal
7642814,7,5,20,8760,1519.728205,1.570102321,2,11,1,DDoS
47523,1,1,54,162,4545.167603,42.08488521,0,0,0,Normal
59548,1,1,47,79,2115.940082,33.58635051,0,0,0,Normal
30647,1,1,51,67,3850.295298,65.25924234,0,0,0,Normal
54297,1,1,46,233,5138.405437,36.83444758,0,0,0,Normal
3118379,8,6,20,5840,3724.691579,4.489512019,2,13,1,DDoS
2177861,8,4,20,7300,5333.214562,5.509993521,2,11,1,DDoS
10756616,10,5,20,11595,1079.800562,1.394490609,2,14,1,DDoS
7992572,10,6,20,7300,1453.224319,2.001858726,2,15,1,DDoS
48275,1,1,92,174,5510.098395,41.42931124,0,0,0,Normal
9744430,7,6,20,5840,1191.962998,1.334095478,2,12,1,DDoS
532,1,1,0,0,0.0,3759.398496,1,1,1,BruteForce
31121,1,1,55,71,4048.713088,64.26528711,0,0,0,Normal
111729766,26,32,3021,1460,216.4866254,0.519109652,2,57,0,Normal
6785166,2,2,48,144,43.6245775,0.589521318,0,0,0,Normal
696573,8,4,20,11595,16674.49069,17.22719658,2,11,1,DDoS
91,1,1,0,0,0.0,21978.02198,1,1,1,PortScan
8560882,9,4,20,11595,1356.752727,1.518535123,2,12,1,DDoS
3434207,9,4,20,11595,3382.149067,3.7854445,2,12,1,DDoS
1116,3,1,0,0,0.0,3584.229391,2,3,1,PortScan
547,1,1,76,158,427787.9342,3656.30713,0,0,0,Normal
84092,1,1,64,157,2628.074014,23.78347524,0,0,0,Normal
52148,4,4,39,100,10661.96211,153.4095267,0,0,0,Normal
81803,1,1,53,141,2371.551166,24.44898109,0,0,0,Normal
8083923,8,4,20,11595,1436.802404,1.484427796,2,11,1,DDoS
1552004,8,5,20,8760,7483.872464,8.376267071,2,12,1,DDoS
117391643,18,17,518,1430,63.96537103,0.298147288,2,34,0,Normal
6246397,9,4,20,11595,1859.471948,2.08119977,2,12,1,DDoS
10059501,8,6,20,5840,1154.629837,1.391719132,2,13,1,DDoS
60728940,2,2,56,100,4.544785402,0.065866455,0,0,0,Normal
48033,1,1,54,115,3518.414423,41.63804051,0,0,0,Normal
2261490,10,5,20,11595,5135.994411,6.632795193,2,14,1,DDoS
1973809,10,6,20,5840,5884.561272,8.106154142,2,15,1,DDoS
49018,1,1,44,176,4488.147211,40.80133828,0,0,0,Normal
48748,4,2,57,116,9436.284566,123.0819726,0,0,0,Normal
150342,1,1,43,329,2474.358463,13.30300249,0,0,0,Normal
184,2,2,39,136,1902173.913,21739.13043,0,0,0,Normal
406,1,1,0,0,0.0,4926.108374,1,1,1,BruteForce
8003107,9,5,20,11595,1451.311347,1.749320608,2,13,1,DDoS
174,2,2,41,57,1126436.782,22988.50575,0,0,0,Normal
660,1,1,0,0,0.0,3030.30303,1,1,1,BruteForce
47889,1,1,51,159,4385.140638,41.76324417,0,0,0,Normal
23411,1,1,43,110,6535.389347,85.4299261,0,0,0,Normal
31072,1,1,40,116,5020.597322,64.36663234,0,0,0,Normal
8121789,8,4,20,8760,1430.103638,1.477506988,2,11,1,DDoS
4055955,8,6,20,5840,2863.690549,3.451714824,2,13,1,DDoS
22,13,0,235,0,138863636.4,590909.0909,0,0,0,Normal
662,1,1,0,0,0.0,3021.148036,1,1,1,BruteForce
118007382,15,16,606,1398,51.03070586,0.26269543,2,30,0,Normal
30504,1,1,53,107,5245.213742,65.56517178,0,0,0,Normal
499673,1,1,55,174,458.299728,4.002617712,0,0,0,Normal
119370922,18,21,341,1430,51.38604861,0.326712732,2,38,0,Normal
2310408,10,7,20,5840,5027.250598,7.358007763,2,16,1,DDoS
82361,1,1,43,167,2549.750489,24.28333799,0,0,0,Normal
19,1,1,0,0,0.0,105263.1579,1,1,1,PortScan
114925659,27,26,552,1460,66.93022313,0.461167684,2,52,0,Normal
201,2,2,90,122,2109452.736,19900.49751,0,0,0,Normal
23605,1,1,41,89,5507.307774,84.7278119,0,0,0,Normal
62473,2,2,38,305,10980.74368,64.02765995,0,0,0,Normal
6573732,9,6,20,5840,1766.88067,2.281808872,2,14,1,DDoS
10525531,7,6,20,4380,1103.507272,1.235092082,2,12,1,DDoS
59329,1,1,46,131,2983.363954,33.71032716,0,0,0,Normal
1890246,8,6,20,5840,6144.702859,7.406443394,2,13,1,DDoS
5994847,8,4,20,10135,1937.497321,2.001719143,2,11,1,DDoS
30861,1,1,56,72,4147.629694,64.80671398,0,0,0,Normal
831,1,1,0,0,0.0,2406.738869,1,1,1,BruteForce
1883309,8,5,20,7215,6167.336321,6.902744053,2,12,1,DDoS
6082193,10,6,20,10220,1909.673041,2.630630103,2,15,1,DDoS
7213819,8,5,20,5840,1610.104163,1.802096781,2,12,1,DDoS
3616021,9,6,20,5755,3212.094178,4.148205998,2,14,1,DDoS
6389121,9,6,20,5755,1817.933954,2.347740793,2,14,1,DDoS
810,1,1,0,0,0.0,2469.135802,1,1,1,BruteForce
165,2,2,44,88,1600000.0,24242.42424,0,0,0,Normal
454,1,1,0,0,0.0,4405.286344,1,1,1,BruteForce
359,2,2,29,285,1749303.621,11142.06128,0,0,0,Normal
5365870,8,5,20,5840,2164.607044,2.422719894,2,12,1,DDoS
30451,1,1,45,73,3875.077994,65.67928804,0,0,0,Normal
261479,1,1,45,103,566.0110372,7.6487978,0,0,0,Normal
3995916,8,6,20,2920,2906.717759,3.503577152,2,13,1,DDoS
117700549,18,18,822,1430,59.14161029,0.305860935,2,35,0,Normal
87809188,22,33,224,1430,252.5362152,0.626358144,2,54,0,Normal
61233,1,1,52,194,4017.441576,32.66212663,0,0,0,Normal
8556386,9,6,20,10135,1357.46564,1.753076591,2,14,1,DDoS
6135828,8,4,20,8760,1892.980051,1.955726269,2,11,1,DDoS
1064093,9,6,20,10135,10915.39931,14.09651224,2,14,1,DDoS
118025818,14,14,432,1460,43.48201171,0.237236229,2,27,0,Normal
963,3,1,0,0,0.0,4153.686397,2,3,1,PortScan
5978870,8,6,20,4380,1942.674786,2.341579596,2,13,1,DDoS
2056959,9,6,20,7215,5646.685228,7.292318418,2,14,1,DDoS
23926,2,2,74,156,19225.94667,167.1821449,0,0,0,Normal
67,1,1,0,0,0.0,29850.74627,1,1,1,PortScan
6995565,7,6,20,5840,1660.337657,1.858320236,2,12,1,DDoS
34514,1,1,43,91,3882.482471,57.94749957,0,0,0,Normal
594,1,1,0,0,0.0,3367.003367,1,1,1,BruteForce
5265543,10,7,20,4380,2205.850375,3.228536924,2,16,1,DDoS
551,1,1,0,0,0.0,3629.764065,1,1,1,BruteForce
70063517,2,2,58,145,4.610102573,0.057091054,0,0,0,Normal
50346,1,1,49,77,2502.681444,39.72510229,0,0,0,Normal
2443956,8,5,20,5840,4752.540553,5.3192447,2,12,1,DDoS
177,2,2,38,77,1299435.028,22598.87006,0,0,0,Normal
30275,1,1,44,72,3831.544178,66.06110652,0,0,0,Normal
49320,1,1,101,165,5393.349554,40.55150041,0,0,0,Normal
55566,2,2,56,116,6010.869956,71.98646654,0,0,0,Normal
39938960,2,2,44,60,5.157870911,0.100152833,0,0,0,Normal
383,1,1,0,0,0.0,5221.932115,1,1,1,BruteForce
1803251,9,5,20,5840,6441.144355,7.763755573,2,13,1,DDoS
11463805,9,5,20,11595,1013.188902,1.221235009,2,13,1,DDoS
11750667,8,6,20,5840,988.4545277,1.19142173,2,13,1,DDoS
23221,1,1,46,62,4650.962491,86.12893502,0,0,0,Normal
31622,2,2,32,48,5059.768516,126.4942129,0,0,0,Normal
48566,1,1,43,130,3562.16283,41.18107318,0,0,0,Normal
2210662,9,5,20,11595,5254.082261,6.332944611,2,13,1,DDoS
234,2,2,42,108,1282051.282,17094.01709,0,0,0,Normal
59913,1,1,55,183,3972.426685,33.38173685,0,0,0,Normal
119578421,34,34,674,2350,293.8071912,0.568664475,2,67,0,Normal
67560450,2,2,70,154,5.387767547,0.059206237,0,0,0,Normal
4141204,10,6,20,5840,2804.739878,3.863610679,2,15,1,DDoS
21500586,2,2,44,204,16.18560536,0.186041441,0,0,0,Normal
10709526,8,6,20,4380,1084.548466,1.307247398,2,13,1,DDoS
7995463,10,6,20,7300,1452.698862,2.001134894,2,15,1,DDoS
4451912,8,5,20,7300,2608.991373,2.920093659,2,12,1,DDoS
8182295,7,6,20,4380,1419.528384,1.588796297,2,12,1,DDoS
72177228,2,2,58,131,4.973867935,0.055419141,0,0,0,Normal
30966,4,2,34,50,7621.262029,193.7608991,0,0,0,Normal
7384540,8,6,20,4380,1572.88064,1.895852687,2,13,1,DDoS
4568900,10,6,20,10220,2542.187397,3.501937009,2,15,1,DDoS
13181658,8,5,20,4380,881.1486385,0.986218881,2,12,1,DDoS
60467,1,1,55,120,2894.140606,33.07589264,0,0,0,Normal
23266,1,1,59,124,7865.554887,85.96234849,0,0,0,Normal
10075747,8,4,20,5840,1152.768127,1.190978694,2,11,1,DDoS
6110865,8,4,20,8760,1900.712911,1.963715448,2,11,1,DDoS
1073802,9,5,20,7215,10816.7055,13.03778536,2,13,1,DDoS
10046739,8,6,20,4380,1156.09652,1.393486981,2,13,1,DDoS
256,2,2,51,219,2109375.0,15625.0,0,0,0,Normal
59523,1,1,48,80,2150.429246,33.60045697,0,0,0,Normal
4669817,8,4,20,8760,2487.2495,2.569693845,2,11,1,DDoS
219021,1,1,51,209,1187.10078,9.131544464,0,0,0,Normal
1421842,8,7,20,8760,8168.980801,10.5496954,2,14,1,DDoS
10964716,8,5,20,4380,1059.306962,1.185621224,2,12,1,DDoS
1904947,8,6,20,5840,6097.282497,7.349285833,2,13,1,DDoS
730,1,1,49,93,194520.5479,2739.726027,0,0,0,Normal
26320,1,1,48,48,3647.416413,75.98784195,0,0,0,Normal
65999364,2,0,48,0,1.454559471,0.030303322,0,0,0,Normal
155083,1,1,40,88,825.3644822,12.89632004,0,0,0,Normal
6509854,8,6,20,4380,1784.218202,2.150585866,2,13,1,DDoS
658886,8,6,18,4344,17625.20375,21.24798524,2,13,1,PortScan
91007,2,2,37,102,3054.710077,43.95266298,0,0,0,Normal
61943,1,1,50,166,3487.076829,32.28774841,0,0,0,Normal
7631800,9,6,20,5840,1702.088629,1.965460311,2,14,1,DDoS
1806899,9,7,20,5840,6428.140145,8.854949834,2,15,1,DDoS
112905,4,2,36,436,8998.715734,53.14202205,0,0,0,Normal
242,2,2,42,155,1628099.174,16528.92562,0,0,0,Normal
47522,1,1,48,126,3661.46206,42.0857708,0,0,0,Normal
415,1,1,0,0,0.0,4819.277108,1,1,1,BruteForce
575,1,1,0,0,0.0,3478.26087,1,1,1,BruteForce
11993540,9,6,20,7300,1083.08306,1.250673279,2,14,1,DDoS
16533,1,1,48,48,5806.568681,120.9701809,0,0,0,Normal
3986940,8,6,20,4380,2913.2618,3.511464933,2,13,1,DDoS
30812,1,1,45,110,5030.507594,64.90977541,0,0,0,Normal
262,2,2,28,284,2381679.389,15267.17557,0,0,0,Normal
9244794,8,5,20,7300,1256.382781,1.406196828,2,12,1,DDoS
171,2,2,42,102,1684210.526,23391.81287,0,0,0,Normal
787,1,1,0,0,0.0,2541.296061,1,1,1,BruteForce
7796953,9,6,20,10135,1489.684496,1.923828449,2,14,1,DDoS
9788567,8,5,20,8675,1186.588394,1.328079994,2,12,1,DDoS
18,1,1,0,0,0.0,111111.1111,1,1,1,PortScan
118197513,15,14,262,1460,60.67809566,0.245352032,2,28,0,Normal
110997938,36,25,434,1774,238.7071371,0.549559758,2,60,0,Normal
8708163,9,5,20,7215,1333.805993,1.607686948,2,13,1,DDoS
23418,1,1,80,158,10163.12238,85.40438979,0,0,0,Normal
30288,1,1,46,90,4490.227153,66.03275225,0,0,0,Normal
8685432,9,5,20,11595,1337.296752,1.611894492,2,13,1,DDoS
34229525,2,2,52,135,9.144152599,0.11685818,0,0,0,Normal
73086,1,1,51,184,3215.390088,27.36502203,0,0,0,Normal
11368715,8,5,20,5840,1021.663398,1.143488952,2,12,1,DDoS
3557875,8,5,20,7215,3264.589116,3.653866423,2,12,1,DDoS
7027854,8,4,20,5840,1652.709348,1.707491362,2,11,1,DDoS
7614690,8,6,20,5840,1525.34115,1.838551537,2,13,1,DDoS
30597,1,1,48,64,3660.48959,65.36588554,0,0,0,Normal
31047,1,1,50,66,3736.270815,64.41846233,0,0,0,Normal
6716329,9,5,20,10135,1729.367337,2.084472038,2,13,1,DDoS
845313,9,6,20,7215,13740.47246,17.74490632,2,14,1,DDoS
678,1,1,65,81,215339.233,2949.852507,0,0,0,Normal
90830,4,4,27,155,8014.973027,88.07662667,0,0,0,Normal
5213720,9,6,20,10135,2227.775945,2.877024466,2,14,1,DDoS
480,10,10,68,62,2708333.333,41666.66667,0,0,0,Normal
9776698,8,6,20,4380,1188.028923,1.431976318,2,13,1,DDoS
12968492,8,6,20,5840,895.6322755,1.079539549,2,13,1,DDoS
24073,1,1,57,118,7269.555103,83.08062975,0,0,0,Normal
135986,9,6,20,5840,85413.2043,110.3054726,2,14,1,DDoS
148,2,2,30,132,2189189.189,27027.02703,0,0,0,Normal
60409,1,1,49,108,2598.950488,33.10764952,0,0,0,Normal
25167,1,1,89,167,10172.0507,79.4691461,0,0,0,Normal
11808723,9,6,20,5840,983.5949239,1.270247426,2,14,1,DDoS
8604017,9,5,20,8760,1509.759918,1.627146948,2,13,1,DDoS
7243777,8,7,20,4380,1603.445274,2.070742929,2,14,1,DDoS
2177741,8,4,20,7215,5333.508438,5.510297138,2,11,1,DDoS
229023,8,5,20,7300,50715.43033,56.76285788,2,12,1,DDoS
48807,4,2,47,128,9097.05575,122.9331858,0,0,0,Normal
4383643,8,7,20,4380,2649.6227,3.421811493,2,14,1,DDoS
102716,1,1,105,121,2200.241442,19.47116321,0,0,0,Normal
117870947,15,12,201,2836,40.05227853,0.22906408,2,26,0,Normal
791,1,1,0,0,0.0,2528.445006,1,1,1,BruteForce
116692991,15,13,548,2860,49.67736237,0.239945859,2,27,0,Normal
56001,1,1,63,79,2535.669006,35.71364797,0,0,0,Normal
118742440,15,13,192,1418,44.4238808,0.235804486,2,27,0,Normal
454,1,1,0,0,0.0,4405.286344,1,1,1,BruteForce
31164,1,1,48,176,7187.780773,64.17661404,0,0,0,Normal
117070663,15,15,316,2860,56.39329129,0.256255489,2,29,0,Normal
3226924,8,6,20,4380,3599.403023,4.338496971,2,13,1,DDoS
391,1,1,54,114,429667.5192,5115.089514,0,0,0,Normal
11694700,8,6,20,5840,993.184947,1.197123483,2,13,1,DDoS
6179104,9,6,20,7215,1879.722368,2.42753642,2,14,1,DDoS
30623,1,1,54,108,5290.141397,65.31038762,0,0,0,Normal
112673403,17,17,430,1963,42.57437756,0.301757106,2,33,0,Normal
31061,4,2,42,81,10624.2555,193.1682818,0,0,0,Normal
779,1,1,0,0,0.0,2567.394095,1,1,1,BruteForce
320,2,2,33,168,1256250.0,12500.0,0,0,0,Normal
68999504,2,1,48,48,2.086971524,0.043478573,0,0,0,Normal
25035,1,1,42,105,5871.779509,79.88815658,0,0,0,Normal
46872,1,1,50,110,3413.551801,42.66939751,0,0,0,Normal
507,1,1,55,55,216962.5247,3944.773176,0,0,0,Normal
23441,1,1,44,108,6484.365001,85.32059212,0,0,0,Normal
3236427,10,7,20,4380,3588.83423,5.252706148,2,16,1,DDoS
162,2,2,35,87,1506172.84,24691.35802,0,0,0,Normal
9888723,8,5,20,5840,1174.570266,1.314628795,2,12,1,DDoS
60,1,1,0,0,0.0,33333.33333,1,1,1,PortScan
4596890,8,5,20,4380,2526.708275,2.82799893,2,12,1,DDoS
30765,2,2,48,98,9491.305054,130.0178775,0,0,0,Normal
784,1,1,0,0,0.0,2551.020408,1,1,1,BruteForce
64094783,2,2,48,48,2.995563617,0.062407575,0,0,0,Normal
69390,1,1,41,92,1916.702695,28.82259692,0,0,0,Normal
464,1,1,0,0,0.0,4310.344828,1,1,1,BruteForce
118628917,26,36,1100,1430,292.2137441,0.522638169,2,61,0,Normal
4834210,8,4,20,11595,2402.667654,2.482308381,2,11,1,DDoS
4123902,9,6,20,4380,3149.929363,3.637331828,2,14,1,DDoS
118063646,6,4,46,46,2.337722147,0.084700078,0,10,0,Normal
6466210,9,7,20,5840,1796.26087,2.474401543,2,15,1,DDoS
3228641,9,6,20,5840,3597.488851,4.645917586,2,14,1,DDoS
10113505,9,5,20,8760,1284.421177,1.384287643,2,13,1,DDoS
406,1,1,0,0,0.0,4926.108374,1,1,1,BruteForce
6001828,8,5,20,8760,1935.243729,2.166006757,2,12,1,DDoS
8755643,7,6,20,4380,1326.573046,1.484756745,2,12,1,DDoS
7451811,8,4,20,8760,1558.681507,1.6103468,2,11,1,DDoS
9279829,9,6,20,4380,1251.639443,1.616409095,2,14,1,DDoS
117276248,15,12,429,1460,45.84901113,0.230225646,2,26,0,Normal
52190,1,1,58,114,3295.650508,38.32151753,0,0,0,Normal
10851711,9,6,20,7300,1070.338125,1.382270501,2,14,1,DDoS
148,2,2,48,48,1297297.297,27027.02703,0,0,0,Normal
48270,1,1,38,75,2340.99855,41.43360265,0,0,0,Normal
68015151,2,2,48,48,2.822900445,0.058810426,0,0,0,Normal
22166,1,1,48,48,4330.957322,90.22827754,0,0,0,Normal
72063,4,2,45,130,6105.768564,83.26048041,0,0,0,Normal
113522979,14,11,352,256,20.63018448,0.220219732,0,25,0,Normal
38500480,2,2,61,151,8.675216517,0.103894809,0,0,0,Normal
37663,4,4,34,88,12957.01351,212.4100576,0,0,0,Normal
46,1,1,0,0,0.0,43478.26087,1,1,1,PortScan
66684,1,1,58,124,2729.290385,29.99220203,0,0,0,Normal
24648,2,2,45,91,11035.37812,162.2849724,0,0,0,Normal
10123066,8,6,20,4380,1147.379658,1.382980216,2,13,1,DDoS
118075634,6,3,41,41,2.083410367,0.076222331,0,9,0,Normal
9313737,8,5,20,8760,1247.082669,1.395787749,2,12,1,DDoS
3109878,8,4,20,7215,3734.873201,3.858672269,2,11,1,DDoS
948,1,1,0,0,0.0,2109.704641,1,1,1,BruteForce
171,2,2,39,119,1847953.216,23391.81287,0,0,0,Normal
